id	location	interpretation
fr_7470	vieilles carnes	"vieille carne / ""vieille carne"" (personne détestable)"
fr_7496	tendre	tendre (tendresse) / tendre (tendreté)
fr_7508	espace	espace (volume) / espace (univers)
fr_7521	niveaux	niveau (étage) / niveau (point)
fr_7529	présent	présent (maintenant) / présent (cadeau)
fr_7543	Bunbury | décide	Bunbury (personnage imagine qui ne prend pas de décision) & décider
fr_7570	argument	argument (argumentation) / argument {informatique}
fr_7575	harpe	harpe  / arc ~ <clé; ténor; bémols; sourdine; cordes; harpes>
fr_7577	réserve	réserve (timidité) /  réservation
fr_7579	qui tue	"qui tue / ""qui tue"" (excitant)"
fr_7584	crème	crème {lait} / crème (personne agréable)
fr_7588	couverture	couverture (soutien militaire)/couverture (tissu pour se réchauffer)
fr_7589	ils ont les pieds sur terre	"avoir les pieds sur terre / ""avoir les pieds sur terre"" (être objectif)"
fr_7590	faim	faim / fin
fr_7594	en ont gros	"gros / ""en avoir gros"" (être contrarié)"
fr_7598	élan	"prendre de l'élan / ""prendre de l'élan"" (progresser)"
fr_7599	perdent-ils leur latin	"""Perdre son latin"" (ne rien comprendre à quelque chose)/latin (langue)"
fr_7623	surfer	"surfer / ""surfer"" (profiter d'une vague de popularité)"
fr_7639	marche	marche (danse) / marche {escalier}
fr_7640	trouvé	trouver (découvrir) / trouver (aimer)
fr_7651	déraciné	"déracinés /  ""déracinés"" (délogés)"
fr_7653	lourdement	lourdement / lourd (poids)
fr_7673	canon	sinus habens / minus habens
fr_7675	Lionel	Lionel/lion
fr_7683	négatif	négatif (air grave) / négatif (le négatif d'une photo)
fr_7687	facultés	faculté (université) / faculté (capacité)
fr_7697	plongé	plongé (S'adonner à une occupation)/plongé (S'enfoncer dans l'eau)
fr_7703	appelle moi	appeler (nommer) / appeler (contacter)
fr_7715	franche	franche de pain (vocabulaire de boulanger) / franche de pain (pas grand-chose) ~ franche / tranche
fr_7722	assomer	radius+-e / radieuse
fr_7723	accroche	accroche / accroc
fr_7725	déraillent	dérailler (quitter ses rails) / dérailler (divaguer)
fr_7727	dard-dard	dard (aiguillon) / dare-dare (aussitôt)
fr_7735	expressions	expression {visage} / expression {mathématiques}
fr_7746	couronnes	couronne (diadème) / couronne (prothèse)
fr_7751	grain	grain (averse) /  grain {café}
fr_7754	négatif	négatif (refus) / négatif {photographie}
fr_7765	cirque | circulaire	cirque / circulaire
fr_7766	directe	courbe & direct
fr_7769	le noir que vous broyez	noir (café) / noir (idées noires)
fr_7776	délivrance	délivrer (soulager) / délivrer {médicaments}
fr_7779	binette	binette / minette (fille) ~ binette (houe) / binette (visage)
fr_7781	Second | en rien	gravité {physique} / gravité (sérieux)
fr_7783	ça gaze pour eux	gaze/gazon
fr_7792	justification	justifier (expliquer ses propos) / justifier (appliquer une marge à un texte)
fr_7800	dégainait	dégainer (sortir quelquechose) / dégainer (tirer une arme)
fr_7801	fermé comme une huître	"""fermé comme une huître"" (ne parle pas)/huître (mollusque)"
fr_7802	ON SE SERRE LA CARPE	"""on se serre la pince"" + carpe (petits os du poignet)"
fr_7804	espace	espace (superficie) / espace (milieu extraterrestre)
fr_7808	balconnet	balconnet / balcon
fr_7815	en herbe	"en herbe /  ""en herbe"" (débutant)"
fr_7820	crédit	crédit (crédibilité) / crédit {finances} 
fr_7823	brevet	brevet (certificat) / brevet (approbation)
fr_7825	descente	descente (descendre une pente) / descente (aller à la baisse)
fr_7859	ça vient de moi	ça vient de moi (origine) / ça vient de moi (impression subjective)
fr_7860	accrocs	accroc (déchirure) / accroc (complication)
fr_7863	réglé	régler / règle {géométrie} ~ <équerre; règle>
fr_7871	vices	vices / vis
fr_7873	la Metz	la Metz / la Messe
fr_7883	en bonnes et dues formes	"""en bonne et due forme"" (selon les règles) / forme (un corps sain)"
fr_7887	grès	grès / très
fr_7889	obtus	"""casser les pieds"" (embêter)/casser les pieds (sens littéral)"
fr_7891	cavité	<cavité;vide> ~ cavité/gravité
fr_7911	rien à taper	"rien à taper /  ""rien à taper"" (rien à faire)"
fr_7912	mutin	mutin / thym
fr_7916	connexions	connexions {électricité} / connexions (rapprochements intellectuels)
fr_7927	enregistrer	enregistrer (comprendre) / enregistrer (consigner)
fr_7928	rebondir	rebondir (faire un bond) / rebondir (prendre un nouveau départ)
fr_7930	derrière	derrière moi (du passé) / derrière moi (dos)
fr_7966	coup de main	"coup de main / ""coup de main"" (aide)"
fr_7969	Korma	korma / karma
fr_7971	rester à l'écoute	être à l'écoute (auditeur) / être à l'écoute (être attentif)
fr_7978	laqué	laqué (auquel on applique de la laque en coiffure) / canard laqué (recette de cuisine traditionnelle pékinoise)
fr_7989	j'élève	élever (éduquer) / élever (dresser vers le haut)
fr_7991	il ampère la tête	il en perd la tête/ampère la tête
fr_7997	siphonné	siphonner (draîner l'énergie)/siphonner {plomberie}
fr_8007	intégrale	intégrale {mathématiques} / intégrale (complet)
fr_8018	chats, beauté	chats, beauté / chat botté
fr_8027	excellant	exceller / Excel (marque déposée)
fr_8035	sabotée	saboté / sabot
fr_8052	désaccord majeur | octavité	désaccord majeur / des accords majeurs | octave + activité ~ <clef; ton; accord; majeur; octave>
fr_8064	vous fassiez la malle	"se faire la malle / ""se faire la malle"" (partir)"
fr_8090	sinueux	sinueux / sérieux
fr_8092	Céleste	Céleste (prénom) / Céleste (coolie)
fr_8093	enterrer	enterrer (inhumer) / enterrer (tenir caché)
fr_8095	branche	branche (succursale) / branche {arbre}
fr_8097	brillante	brillante (extraordinaire)/brillante (illuminée)
fr_8102	à la volée	"à la volée / ""à la volée"" (rapidement)"
fr_8132	il en va de suie	il en va de soi + suie
fr_8134	bien trempé	"""bien trempé"" (fort) / tremper (fortifier un métal)"
fr_8136	siffla	siffler (chuinter) / siffler {train}
fr_8164	loup gourou	loup garou + gourou
fr_8165	le courant passe bien	"le courant passe bien /  ""le courant passe bien"" (bonne entente)"
fr_8167	de A à Z	"de A à Z /  ""de A à Z"" (du début à la fin)"
fr_8172	poule mouillée	"poule mouillée / ""poule mouillée"" (lâche) ~ <canard; poule>"
fr_8190	parasiter	parasiter / parasite
fr_8192	carottes	24 carottes / 24 carats (qualité de l'or)
fr_8193	épicer	épicer (pimenter) /  épicer (rendre plus intéressant)
fr_8197	alcoomiques	alcoolique + comique
fr_8200	je n'ai pas de bol	"""ne pas avoir de bol"" (manquer de chanche) / bol (de soupe) "
fr_8233	incompétent / doué	incompétent & doué
fr_8239	voies	voies / voix
fr_8252	râla	râler (grogner) / râle (bruit d'agonie)
fr_8266	ramoné	ramoné (nettoyer une cheminée) / ramoné (connotation sexuelle)
fr_8276	besoin d'un	verre {matériau} / besoin d'un verre (récipient)
fr_8284	puissance supérieure	puissance supérieure (Dieu) /  puissance supérieure {mathématiques}
fr_8307	en palais	en palais / en parler
fr_8317	asperge	asperge {légume} / asperger (mouiller)
fr_8322	tangente	tangente (sortie) / tangente {mathématiques}
fr_8341	aboya	aboyer (crier) / aboyer {chien}
fr_8350	classés	"avec hauteur / ""avec hauteur"" (hautain)"
fr_8354	frappé fort	"frapper fort / ""frapper fort"" (surprendre)"
fr_8355	fonçant	foncer (passer à une couleur plus sombre) / foncer (aller vite) ~ clair & foncé
fr_8373	panachée	panaché (boisson) / panaché (bicolore)
fr_8377	s'arracher les cheveux	"s'arracher les cheveux /  ""s'arracher les cheveux"" (se faire des soucis)"
fr_8378	degrés	"par degrés / ""par degrés"" (petit à petit)"
fr_8385	a fait des vagues	"faire des vagues / ""faire des vagues"" (créer de l'agitation)"
fr_8395	tops	top (vêtement) / top (meilleur)
fr_8396	pression	pression (pression de la tuyauterie) / pression (pression exercée par les clients)
fr_8405	rat-iboisera	rat + ratiboiser
fr_8438	queue	queue (billard) / queue (file)
fr_8445	s'emmêlent les pinceaux	"""s'emmêler les pinceaux""/pinceau"
fr_8451	rage	rage (en colère) / rage (maladie)
fr_8466	scotché	scotché/Scoth whisky
fr_8483	composés	composées / composition (musicale)
fr_8484	exercice	exercice {sport} / exercice {comptabilité}
fr_8499	Guorrilla	guerrilla + gorille
fr_8507	flous	flous / fous
fr_8530	Ne restez pas planté là	planté (immobile) / planté {végétal}
fr_8553	perdre patience	patience/patientèle
fr_8556	cyantes	cyan + chiantes
fr_8564	épingler	épingler (accrocher) / épingler (incriminer)
fr_8586	colombe	colombe (oiseau) /  Colombe (prénom)
fr_8587	ar-Hz	ar-Hz / arrêtent
fr_8588	gâté	gâté (comblé d'attention) / gâté (avarié)
fr_8591	Je bois de l'arquevin et je sais des choses	Méduse (Gorgone) / médusé (étonné)
fr_8596	tiendrai	tenir (survivre)/tenir (rester dans une position)
fr_8629	queue de poisson	"""queue de poisson"" (doubler de manière précipitée)/queue de poisson (partie d'un poisson)"
fr_8639	bêcheuse	"bêcheuse /  ""bêcheuse"" (prétentieuse)"
fr_8641	quainard | mare	quai + canard | mare / marre
fr_8642	blé	blé (céréale) / blé (argent)
fr_8644	montèrent sur leurs grands chevaux	"monter sur ses grands chevaux / ""monter sur ses grands chevaux"" (s'emporter)"
fr_8648	bagage	bagage (valise) / bagage (passé)
fr_8650	gorilléros	gorille + guérilléros
fr_8653	se rappela	se rappeler (se souvenir) /  se rappeler (s'appeler à nouveau)
fr_8654	frais	frais (froid)/frais (stylé)
fr_8656	perdu pied	"perdre pied / ""perdre pied"" (perdre ses repères)"
fr_8664	évidant	évidant (évider) / évident
fr_8673	sinus	sinus {anatomie} / sinus {mathématiques}
fr_8685	parierait	club (groupe)/club {glof}
fr_8686	REDommandé	REDommendé (recommandé + RED)
fr_8693	Thé ou pas thé, il faut infuser	"mince (fin) /  ""pas une mince affaire"" (pas facile)"
fr_8701	manuel	la crève (un rhume) / crève (mort)
fr_8702	racine	racine (origine) / racine {mathématiques}
fr_8705	plein les bottes	"plein les bottes /  ""plein les bottes"" (assez)"
fr_8707	pistilet	pistil + pistolet
fr_8715	se aligner	s'aligner (former une droite) / s'aligner (partenariat commercial)
fr_8719	aiguillé	aiguiller (orienter) / aiguille
fr_8726	maintient	maintenir (affirmer) / maintenir (soutenir)
fr_8743	espace	espace (superficie) / espace (milieu extraterrestre)
fr_8746	abstinents	abstinents / absents
fr_8753	longueur d'onde	"être sur la même longueur d'onde / ""être sur la même longueur d'onde"" (penser la même chose)"
fr_8762	balayés	balayer (éliminer) / balayer (brosser)
fr_8790	sarire	sari + rire
fr_8795	Elle vaut le coup	"valoir le coup / ""valoir le coup"" (être bien)"
fr_8797	tressé	tressé / stressé
fr_8802	flexibles	flexible (souple)/horaire flexible
fr_8813	pieusement	pieux / pi
fr_8817	Marin	Marin (prénom) / marin {mer}
fr_8819	déflorés	déflorer (perdre ses fleurs) / déflorer (perdre sa virginité)
fr_8820	bravement	bravement / brave (guerrier)
fr_8834	État	état (territoire)/état (situation)
fr_8838	appellerai	appeller (interpeller) / appeller (téléphoner)
fr_8856	brûlantes	brûlant (chaud) / brûlant (controversé)
fr_8880	adhéra	adhérer (coller) / adhérer (être d'accord)
fr_8897	précipitée	précipitée / précipisse (mur abrupte à escalader)
fr_8913	fourmi	fourmi/[english]for me
fr_8916	soutenait	soutenir (affirmer) / soutenir (supporter)
fr_8917	évaporés	s'évaporer (disparaître) / évaporer (transformer en vapeur)
fr_8925	au fond	"au fond /  ""au fond"" (finalement)"
fr_8940	Guorrilla	se balançait (la cloche qui sonne) / se balançait (la femme qui trépigne)
fr_8959	en soufflant	souffler (expirer) / souffler (dire)
fr_8961	s'apôtrer	s'apôtrer / s'apporter
fr_8964	faimeux	faim + fameux
fr_8965	quenouille	quenouille {laine} / quenouille (problème) ~ <mérinos; quenouille>
fr_8969	levain	levain / le moins
fr_8970	appétissantes | Chocolate	<appétissantes;Chocolate>
fr_8983	cachet	cachet (charme) /  cachet (médicament)
fr_9014	Emmy Sion	Emmy Sion / Émission
fr_9017	râteaux	râteau (outil) / râteau (rejet)
fr_9030	battant	réserve (timidité) /  réservation
fr_9040	mettre la main à la pâte	"mettre la main à la pâte / ""mettre la main à la pâte"" (participer)"
fr_9041	marqué	marqué (affecté) / marqué (souligné au feutre)
fr_9045	ébouriffant | raser	<coiffure; ébouriffant; raser> ~ raser (détruire un bâtiment) / raser (couper le poil) | ébouriffant / ébouriffé
fr_9046	obtus	obtu (angle) / grand angle {photographie}
fr_9048	compagnie	compagnie (compagnie aérienne)/compagnie (présence)
fr_9054	latte	latte / lassé
fr_9060	irradiant	irradier (briller) / irradier (radiation)
fr_9061	lamas	lama (animal) / lama (moine bouddhiste)
fr_9071	la mort dans l'âme	"la mort dans l'âme / ""la mort dans l'âme"" (affligé) ~ <fin; mort; âme>"
fr_9088	ils perdent juste le fil	"perdre le fil / ""perdre le fil"" (ne plus suivre)"
fr_9117	riche	riche (fortuné) / riche (abondant)
fr_9120	verre oté	verre oté / vérité
fr_9121	tranchées	tranchée (fossé) / tranchée (affirmée)
fr_9125	carrière	carrière (mine) /  carrière (travail)
fr_9146	a-cerf-vie	asservie/à cerf vie
fr_9148	maladie |  santé	maladie & santé
fr_9152	écriture	écriture {religion} / écriture {droit}
fr_9158	casse la baraque	"casser la baraque / ""casser la baraque"" (avoir du succès)"
fr_9160	gaiement	gai / gay
fr_9164	puma-peler	pu m'appeler
fr_9178	radieux	radieux / radiation
fr_9191	Plus belle la survie	Plus belle la survie/Plus belle la vie
fr_9203	feuilleter	feuilleter / feuille
fr_9206	en grandes pompes	"""en grandes pompes"" / grandes pompes (de grandes chaussures) ~ <cordonnier; pompes>"
fr_9211	bâtard	"bâtard / tard ~ ""mieux vaut tard que jamais"""
fr_9239	pied-à-terre	pied à terre / pied-à-terre (logement)
fr_9249	réception	réception (signal) / réception (cocktail)
fr_9251	gaz	gaz {échappement} / gaz (flatulences)
fr_9252	broyer du noir	savoir- flair /  savoir-faire
fr_9256	alarmants	alarme (signal) / alarme (angoisse)
fr_9262	licorne	licorne (petite entreprise florissante)/licorne (animal)
fr_9266	trou	trou (prison) / trou (tombe)
fr_9295	scié | les bras m'en tombent	"scié / ""scié"" (stupéfait) | les bras m'en tombent / ""les bras m'en tombent"" (je suis très étonné)
bras m'en tombent"
fr_9297	espace	espace (superficie) / espace (milieu extraterrestre)
fr_9299	gaufre	gaufre / offre
fr_9305	urgence | réfléchir	urgence & réfléchir
fr_9306	volstoïques	voltaïques + stoïques
fr_9310	pur-sang	"pur-sang (cheval) + ""sang chaud"""
fr_9346	somme	somme / sonne
fr_9347	réflexion	réflexion (raisonnement) / réflexion (reflet)
fr_9350	aiguillonner	exécution (acte de tuer)/exécution (ouverture)
fr_9360	bouchée	relâcher l'impression / relâcher la pression
fr_9386	couchette	couchette (train) / couchette (accouchement)
fr_9399	bovine | divine	bovine / divine
fr_9409	barbant	barbant / barbe
fr_9421	compte	compte {banque} / compter (importer)
fr_9427	mur	mur (construction) / mur (impossibilité de communiquer)
fr_9433	patiemment	patiemment / patient
fr_9439	ferme	ferme (intransigeant) / ferme {sentence}
fr_9441	décollé	pi / pis
fr_9447	chouette	chouette (oiseau) / chouette (sympa)
fr_9454	finissent rarement sur la paille	"finir sur la paille / ""finir sur la paille"" (être ruiné)"
fr_9456	grainée	grain {photographie} / grain {sable}
fr_9479	puces	puces (insectes) / puces (antiquités)
fr_9515	n'a pas la lumière à tous les étages	"ne pas avoir la lumière à tous les étages / ""ne pas avoir la lumière à tous les étages"" (ne pas être intelligent)"
fr_9520	pièces	pièce (élément) / pièce (œuvre)
fr_9546	font un bide	"faire un bide / ""faire un bide"" (échouer)"
fr_9548	bombe	bombe (explosif) / bombe (belle femme)
fr_9555	cabernet	cabernet / cabinet
fr_9580	négative	négatif (refus) / négatif {photographie}
fr_9599	sous la main	"sous la main / ""sous la main"" (disponible)"
fr_9601	lab	lab (labrador) / labo
fr_9613	prendriez	prendre (ingérer)/prendre (en guise de paiement)
fr_9627	carats	carats / carottes
fr_9637	directeur végétal	directeur végétal / directeur général
fr_9649	œufs-ailles	œufs-ailles / ouailles
fr_9650	plongez	plonger (aller nager) / plonger (se lancer dans une activité)
fr_9670	pop	Pop (surnom) / pop (onomatopée)
fr_9681	pression	pression (force) / pression (stresse)
fr_9682	moyennement	moyennement / moyenne
fr_9686	grossièrement	grossièrement / grosse (douze douzaines) ~ <144; grosse>
fr_9694	se couper les cheveux en quatre	"couper les cheveux en quatre / ""couper les cheveux en quatre"" (compliquer les choses)"
fr_9705	hématite	hématite / hépatite
fr_9710	calibre	calibre {munition} / calibre (qualité)
fr_9719	attraper	attraper (saisir) / attraper (être contaminé)
fr_9724	Manu	Manu/manucure/main
fr_9726	blé	"blé (céréale) / blé (argent) ~ ""se faire du blé"""
fr_9736	assommé	griller (rôtir) / griller (démasquer)
fr_9745	couverture	couverture (édredon) / couverture (protection)
fr_9753	bourrer le crâne	"bourrer le crâne /  ""bourrer le crâne"" (dire des mensonges)"
fr_9782	Harmonie	Harmonie / harmonica
fr_9790	bouteille	"bouteille / ""prendre de la bouteille"" (devenir plus expérimenté)"
fr_9812	débit	voûté (courbé) / voûte {pied}
fr_9821	cloué	cloué (étonné)/clou (tige de métal)
fr_9827	différentier	différence (distinction) / différence {mathématiques}
fr_9834	carquois	carquois / narquois
fr_9835	et que ça saute	"sauter / ""et que ça saute"""
fr_9841	monumentale	monumental (gigantesque) / monumental (exceptionnel)
fr_9845	espace	espace (volume) / espace (univers)
fr_9851	camp	"camp (campement) / ""ficher le camp"" (partir) "
fr_9858	bulot	bulot / boulot
fr_9863	vitreux	vitreux ( qui a l'aspect du verre) <verrier; vitreux>
fr_9864	platement	platement / plat
fr_9866	sauter le pas	"""sauter le pas"" (oser) / sauter"
fr_9877	a soutenu	soutenir (affirmer) / soutenir (supporter)
fr_9885	projeta	projeter {film} / projeter (prévoir)
fr_9900	feuilleter	feuilleter/feuille
fr_9905	inwok	invoque + wok
fr_9932	ça vient de moi	ça vient de moi (origine) / ça vient de moi (impression subjective)
fr_9944	barbu	barbu (quelqu'un avec de la barbe) / barbu (jeu de cartes)
fr_9952	bois tant	bois tant / boîtant
fr_9959	coupes	coupes {cheveux} / coupes (licenciements)
fr_9968	au fond du trou	"au fond du trou /  ""au fond du trou"" (déprimé)"
fr_9979	recompté	recompté / raconté
fr_9980	présent	présent (maintenant) / présent (cadeau)
fr_10000	soutient	soutenir (affirmer) / soutenir (supporter)
fr_10008	anglais de cuicuisine	"""anglais de cuisine"" / cuicui (chant d'oiseau)"
fr_10010	bonne	bonne (savoureuse) / bonne (de qualité)
fr_10011	fonction	fonction (métier) / fonction {mathématiques}
fr_10020	tri	de tri / 50 nuance de gris
fr_10022	chauffer	chauffer (épicer)/chauffer (hausse de température)
fr_10025	légumes	légume (aliments)/légume (état végétatif)
fr_10026	symboles	symboles / cymbales
fr_10031	racine	racine (origine) / racine {mathématiques}
fr_10037	vriller	vriller (se tordre) /  vriller (devenir fou)
fr_10044	montrer sa collection d'estampes japonaises | faire un dessin	"montrer sa collection d'estampes japonaises / ""montrer sa collection d'estampes japonaises"" (montrer sa chambre à coucher) | faire un dessin / ""faire un dessin"" (expliquer)"
fr_10046	débit	vanne {plomberie} / vanné (épuisé)
fr_10051	but	but (objectif) / but {sport}
fr_10067	trame | étoffe	trame {tissu} / trame (structure) | étoffe (tissu) / étoffe (caractéristiques)
fr_10072	Om	om / homme
fr_10076	CARrefour	carrefour + car
fr_10081	audition	audition (ouïe) / audition (procédure judiciaire)
fr_10082	l'O	le O / l'eau
fr_10086	tartiner	tartiner (étaler sur une tartine) /  tartiner (couvrir)
fr_10089	recycler	recycler / cycle (vélo)
fr_10094	candide	candide (naïf) / Candide (personnage de Voltaire)
fr_10100	dieux	dieux / yeux
fr_10109	à l'unisson	"à l'unisson {musique} / ""à l'unisson"" (d'une seule voix)"
fr_10117	tiendrais	patient (persévérant) / patient (client)
fr_10132	nexen | n'excelle	nexen / n'excelle
fr_10141	canal	canal (cours d'eau) / banal
fr_10145	meuhbler	meuh + meubler
fr_10147	White | Bluecorp	irrationnel (sans lien avec la raison) / irrationnel {mathématiques}
fr_10156	tourne rond	"tourner rond / ""tourner rond"" (fonctionner)"
fr_10158	espace	espace (volume) / espace (univers)
fr_10160	irrigation	irrigation / irritation
fr_10163	brisé la glace	"briser la glace / ""briser la glace"" (faire connaissance)"
fr_10167	tension | pété un câble | au courant | volt-face | lâcher prise	"tension (nervosité) / tension {électricité) | péter un câble / ""péter un câble"" (devenir fou) | ""au courant"" (au fait) / courant {électricité} | volt-face / volt {électricité} + volte-face (demi tour) | ""lâcher prise"" (se détendre) / prise (branchement) ~ <tension; câble; courant; volt; prise>"
fr_10169	Lute	Lute (prénom) / luth (instrument)
fr_10174	énergie	énergique (vigueur) / énergétique (électricité)
fr_10223	souris	souris (rongeur) / souris {informatique}
fr_10229	Eire | patriquement	Eire / l'air de rien | pratiquement + Patrick (saint patron de l'Irlande)
fr_10231	on les envoie juste promener	"envoyer promener / ""envoyer promener"" (éconduire)"
fr_10238	tout feu tout flamme	"""tout feu tout flamme"" / en feu"
fr_10245	canaliser	canaliser (acheminer) / canaliser (discipliner)
fr_10249	grave	grave / gras ~ <15 kilos;gras>
fr_10252	sédiments	sédiments / sentiments
fr_10256	Volt-face	"Volt (unité de tension électrique) + ""faire volte-face"""
fr_10276	prit	prendre (s'emparer de) / prendre (subir)
fr_10298	peté un câble	zinc-zinc/zinzin
fr_10299	émulsions	émulsions / émotions
fr_10305	crème	"crème (préparation sucrée)/""être la crème"" (être le meilleur)"
fr_10319	fixe	fixe (collé) /  fixe (immobile)
fr_10330	vision	vision (vue) / vision (idée)
fr_10336	l'O	le O / l'eau
fr_10337	calculateur	salé {sel} / salé (cher)
fr_10356	ancré	ancré (attaché) / ancré {navire}
fr_10379	au diapason	"diapason / ""être au diapason"" (être d'accord)"
fr_10409	révolution	révolution/résolution
fr_10410	Qui aime bien ses lunettes, ménage sa monture	"""Qui veut aller loin ménage sa monture"" + aime bien ses lunettes"
fr_10418	poivre et sel	"poivre et sel / ""poivre et sel"" (gris)"
fr_10430	rafraîchit | fraîche	rafraîchit / fraîche (froide)
fr_10434	résisté	résistance {électricité} / résistance (opposition)
fr_10440	haute	haut (en altitude) / haut (de qualité supérieure)
fr_10445	les bras m'en tombent	"les bras m'en tombent / ""les bras m'en tombent"""
fr_10452	perte	"""perte de temps"" (useless)/perte (perdre du poids)"
fr_10476	réfléchit	réfléchir (penser) / réfléchir (refléter)
fr_10479	note	note (évaluation) / note {musique}
fr_10483	du temps à tuer	"du temps à tuer / ""du temps à tuer"" (du temps libre)"
fr_10492	tuyau	tuyau (astuce) / tuyau (canalisation)
fr_10527	éblouis | brillant	ébloui (impressionné) / ébloui (aveuglé) | brillant (étincellant) / brillant (talentueux)
fr_10531	luthé	luth / lutte
fr_10555	facultés	faculté (capacité) / faculté (université)
fr_10558	Cedi	Cedi / c'est dit 
fr_10581	Claus	Claus + clause juridique
fr_10591	Affaire	affaire (commerce) / affaire
fr_10620	ils font leur trou	"faire son trou / ""faire son trou"" (faire carrière)"
fr_10624	tas	"""apprendre sur le tas"" (apprendre en pratiquant)/tas (tas d'ordures)"
fr_10625	se salir les mains	"se salir les mains /   ""se salir les mains"" (se compromettre)"
fr_10638	expressions	expression {visage} / expression {mathématiques}
fr_10655	décollé	décoller (quitter le sol) / décoller (avoir du succès)
fr_10664	carré	carré {géométrie} / carré (rigoureux)
fr_10674	rompue	elle l'a rompue / elle a rompu
fr_10676	coqupée	coq + occupée
fr_10682	disjoncte	disjoncter (couper le courant) /  disjoncter (devenir fou)
fr_10686	aller droit au but	proue + prouesses
fr_10694	maturité | mûre | vertes | horticole | juteuse	<maturité; mûre; vertes; horticole; juteuse>
fr_10695	couleurectale	couleurectale / colorectal
fr_10715	nœuds	nœuds {bois} /  nœuds (tensions)
fr_10721	lentilles	lentille (légumineuse) / lentille (verre)
fr_10750	cible	cible (objectif) / cible {tir à l'arc}
fr_10772	attacus	attacus (attacus Atlas)/attaquer
fr_10776	envolée	s'envoler (quitter le sol) / s'envoler (disparaître)
fr_10780	réagir	réaction (chimie) / réaction (réponse)
fr_10796	épingler	épingler (accrocher) / épingler (incriminer)
fr_10806	écartés	écartés / cartes
fr_10820	le disque est rayé	"""le disque est rayé' (répéter les mêmes choses)/le disque est rayé (sens littéral)"
fr_10823	balle piquée	balle piquée {volleyball} / piquer (percer)
fr_10830	caractère	caractère (humeur) / caractère (écriture)
fr_10837	me voir	"se voir / ""se voir"" (s'imaginer)"
fr_10846	énergiques	énergique (vigueur) / énergétique (électricité)
fr_10853	s'alarment.	alarme (signal) / alarmant (inquiétant)
fr_10857	racine	racine (origine) / racine {mathématiques}
fr_10868	ORANGE	orange (couleur)/couleur (fruit)
fr_10874	bond	bond / bon
fr_10879	gaules	gaule / goal
fr_10891	en se marrant	se marrer / mare
fr_10896	cube	cube (unité) / cube (moteur)
fr_10901	était en scène	"cosiner / cosigner | tangente {mathématiques} /  tangente (sortie) ~ ""prendre la tangente"""
fr_10902	cryptiquement	cryptiquement / crypte ~ <crypte;tombes>
fr_10913	sonnettes	sonnettes/sornettes
fr_10929	moteur	moteur (engin) / moteur (moteur social de discussion)
fr_10936	rangés	ranger / ronger
fr_10940	voir venir	"voir venir / ""voir venir"" (avoir ce qu'il faut)"
fr_10941	alcool	alcool (boisson) / alcool (désinfectant)
fr_10952	n'en pèsent plus	n'en pèsent plus  / n'en peuvent plus
fr_10976	clean	clean (propre) / clean (désintoxiqué)
fr_10978	moteurs à force de persuasion	"""force de persuasion"" (avec de bons arguments) / moteur à force de persuasion (moteur à force dynamique + persuasion)"
fr_10985	rebondi	rebondir (faire des bonds) / rebondir (renaître)
fr_10993	être à plat	"""être à plat"""
fr_10995	voie	voie (chemin)/voie (route)
fr_10998	ferme	ferme (intransigeante) / ferme (exploitation agricole)
fr_11015	homourous	homourous / humérus
fr_11018	honnête-THÉ	honnêteté + thé
fr_11028	file	filer (passer vite) / filer (transformer en fil)
fr_11036	accidents	accident (catastrophe) / accident (altération)
fr_11048	refrainction	refrain + effraction
fr_11050	à tous les coups	coup (fois) + coup (choc)
fr_11065	et que ça saute	"sauter / ""et que ça saute"""
fr_11074	belle plante	plante (végétal) / belle plante (jolie femme)
fr_11084	moure	la moure (sous-genre de mûre) / l'amour
fr_11091	Derek	Derek / derrick
fr_11098	résorbet	résorber + sorbet
fr_11116	canin-croyable	canin-croyable (canin + incroyable)
fr_11129	croquissent la vie à pleine dent	"""croquer la vie à pleine dent"" + croquis"
fr_11132	scarabée	scarabée (insecte)/scarabée (surnom)
fr_11138	par coeur	"""par cœur"" / cœur (forme)"
fr_11157	d'or	d'or / dors ~ <sommeil; dormir>
fr_11183	ne se donnait pas les moyens	sous (sous les pieds) / sous ( sous la responsabilité)
fr_11197	des luges	des luges / déluge
fr_11202	endurci	endurci (résistant) / endurci (insensible)
fr_11204	mettre le feu	"mettre le feu /  ""mettre le feu"" (animer)"
fr_11206	savoir-flair	savoir-flair/savoir-faire
fr_11209	croissance	croissance (expansion économique) / croissance (fleur grandissante)
fr_11212	Venn	Venn / veine (avoir de la chance)
fr_11219	bouillona	"""s'éclater"" (s'amuser) / éclater (exploser) ~ <ballons; perse; éclatent>"
fr_11221	fenêtres	combinaison {coffre} / combinaison (duo)
fr_11223	se piqua	"""se piquer"" (décider) / pic (sommet)"
fr_11230	bon vieux timbre	"""bon vieux temps"" + timbre"
fr_11234	rugit	rugir (crier) / rugir {lion}
fr_11237	prise en charge	"""prendre en charge"" (prendre la responsabilité) / charge {batterie} ~ <prise; charge>"
fr_11258	tragédie	tragédie (catastrophe) / tragédie (genre de théâtre)
fr_11269	dosage	dosage/d'usage
fr_11282	hobbit	hobbit / hobby
fr_11289	rebondir	rebondir (bondir plusieurs fois)/rebondir (se remettre)
