id_en	text_fr	text_clean
en_4921	Un pronom et un nom ont décidé de divorcer parce que le pronom était devenu trop possessif.	Un pronom et un nom ont décidé de divorcer parce que le pronom était devenu trop possessif.
en_4921	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop déterminé.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop déterminé.
en_4921	L’auxiliaire avoir est tombé amoureux d’un participe passé, mais malheureusement ils ont dû mettre fin à leur relation car ils n’arrivaient pas à s’accorder.	L’auxiliaire avoir est tombé amoureux d’un participe passé, mais malheureusement ils ont dû mettre fin à leur relation car ils n’arrivaient pas à s’accorder.
en_4921	Un nom et un verbe sortaient ensemble, mais ils ont rompu : ils ne s'accordaient pas.	Un nom et un verbe sortaient ensemble, mais ils ont rompu : ils ne s'accordaient pas.
en_4921	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop peu qualifié.	Un nom et un verbe étaient en couple mais ils ont rompu parce-que le nom était trop peu qualifié.
en_4939	Il étudiait la purification de l'eau et avait une grande soif de connaissances.	Il étudiait la purification de l'eau et avait une grande soif de connaissances.
en_4939	Il a étudié la purification de l'eau et avait une grande soif de connaissance.	Il a étudié la purification de l'eau et avait une grande soif de connaissance.
en_4939	Il a étudié la purification de l'eau et avait une grande soif de connaissances.	Il a étudié la purification de l'eau et avait une grande soif de connaissances.
en_4958	La personne qui a décidé de construire l'Empire State Building a fait un choix archi-tactique.	La personne qui a décidé de construire l'Empire State Building a fait un choix archi-tactique.
en_4958	La décision de démarrer la construction de l'Empire state Building fut un évènement historique fondateur	La décision de démarrer la construction de l'Empire state Building fut un évènement historique fondateur
en_4958	La décision de commencer la construction de l'Empire State Building est un évènement historique fondateur.	La décision de commencer la construction de l'Empire State Building est un évènement historique fondateur.
en_4958	La construction de l'Empire State Building a crevé le plafond.	La construction de l'Empire State Building a crevé le plafond.
en_4958	La décision de commencer la construction de l'Empire State Building était un événement historique au sommet.	La décision de commencer la construction de l'Empire State Building était un événement historique au sommet.
en_4958	Le début de la construction de l’Empire State Building fut une évènement historique à bien des niveaux.	Le début de la construction de l’Empire State Building fut une évènement historique à bien des niveaux.
en_4958	En décidant de construire l'Empire State Building, on a aussi posé les fondations de tout un pan de l'histoire moderne.	En décidant de construire l'Empire State Building, on a aussi posé les fondations de tout un pan de l'histoire moderne.
en_4958	La construction de l’Empire State Building s’est faite à un prix vertigineux.	La construction de l’Empire State Building s’est faite à un prix vertigineux.
en_4958	La décision d’élever l’Empire State Building fut un événement historique fondamental.	La décision d’élever l’Empire State Building fut un événement historique fondamental.
en_4959	Les vieux artificiers ne meurent jamais, ils ont simplement perdu l’étincelle.	Les vieux artificiers ne meurent jamais, ils ont simplement perdu l’étincelle.
en_4959	Un artificier ne meurt jamais, seulement, il fait pschitt	Un artificier ne meurt jamais, seulement, il fait pschitt
en_4959	Les vieux techniciens en dynamitage ne meurent pas, leur flamme s’éteint, c’est tout.	Les vieux techniciens en dynamitage ne meurent pas, leur flamme s’éteint, c’est tout.
en_4959	Les dynamiteurs sont généralement discrets, mais des fois ils font des éclats.	Les dynamiteurs sont généralement discrets, mais des fois ils font des éclats.
en_4959	Les artificiers ne meurent jamais, seulement ils ne font plus d'étincelles.	Les artificiers ne meurent jamais, seulement ils ne font plus d'étincelles.
en_4959	Les anciens techniciens de dynamitage ne meurent pas, ils perdent leur étincelle.	Les anciens techniciens de dynamitage ne meurent pas, ils perdent leur étincelle.
en_4969	C’était un mécanicien qui était aussi musicien. Il était capable de te faire redémarrer n’importe quelle guimbarde.	C’était un mécanicien qui était aussi musicien. Il était capable de te faire redémarrer n’importe quelle guimbarde.
en_4969	Un mécanicien , musicien à ses heures, sifflait des airs de musique de chambre.	Un mécanicien , musicien à ses heures, sifflait des airs de musique de chambre.
en_4969	Deux musiciens qui vivaient ensemble se sont séparés : ils n'étaient plus au diapason l'un de l'autre.	Deux musiciens qui vivaient ensemble se sont séparés : ils n'étaient plus au diapason l'un de l'autre.
en_4980	Deux serpents se sont croisés et l'un dit à l'autre « Eh t'es boa toi ! »	Deux serpents se sont croisés et l'un dit à l'autre « Eh t'es boa toi ! »
en_4980	Deux serpents se disent au revoir : "Je suis croc content de t'avoir revu !"	Deux serpents se disent au revoir : "Je suis croc content de t'avoir revu !"
en_4980	Deux serpents s'étaient séparé mais l'un était resté accro, complètement mordu!	Deux serpents s'étaient séparé mais l'un était resté accro, complètement mordu!
en_4980	Deux crotales font la grêve de la faim, quand l'un dit à l'autre "t'as les crocs ?"	Deux crotales font la grêve de la faim, quand l'un dit à l'autre "t'as les crocs ?"
en_4981	Les personnes qui travaillent dans un laboratoire pharmaceutique sont souvent conditionnées par leur métier.	Les personnes qui travaillent dans un laboratoire pharmaceutique sont souvent conditionnées par leur métier.
en_4981	Les pharmaciens trouvent que leur travail est une délivrance.	Les pharmaciens trouvent que leur travail est une délivrance.
en_4981	Les pharmaciens sont élégants. Je dirais même qu'ils ont du cachet.	Les pharmaciens sont élégants. Je dirais même qu'ils ont du cachet.
en_4981	Quand ils ne sont pas au travail, les pharmaciens aiment se dorer la pilule.	Quand ils ne sont pas au travail, les pharmaciens aiment se dorer la pilule.
en_4981	Les pharmaciens peuvent trouver leur travail très tranquillisant.	Les pharmaciens peuvent trouver leur travail très tranquillisant.
en_4981	Les pharmaciens ont l'habitude d'enrober leurs propos au travail.	Les pharmaciens ont l'habitude d'enrober leurs propos au travail.
en_4981	Le métier de pharmacien est assez générique.	Le métier de pharmacien est assez générique.
en_4981	Je peux devenir pharmacien maintenant que gélule Vidal.	Je peux devenir pharmacien maintenant que gélule Vidal.
en_4989	Le langage des signes n'est pas difficile une fois qu'on a le coup de main.	Le langage des signes n'est pas difficile une fois qu'on a le coup de main.
en_4989	Je trouve la langue des signes plutôt maniable.	Je trouve la langue des signes plutôt maniable.
en_4989	Je suis heureux de connaître la langue des signes. Et je n’ai pas perdu la main !	Je suis heureux de connaître la langue des signes. Et je n’ai pas perdu la main !
en_4989	Je sais parler la langue des signes, mais pas la langue des canards.	Je sais parler la langue des signes, mais pas la langue des canards.
en_4989	Le langage des signes, c'est toujours pratique à avoir sous la main.	Le langage des signes, c'est toujours pratique à avoir sous la main.
en_4989	J'ai décidé d'apprendre le langage des signes, pour me faire la main.	J'ai décidé d'apprendre le langage des signes, pour me faire la main.
en_4989	Pratique la langue des signes quand il s'agit de filer un coup de main à un sourd-muet.	Pratique la langue des signes quand il s'agit de filer un coup de main à un sourd-muet.
en_4989	En m’enseignant la langue des signes, tu m’as filé un sacré coup de main.	En m’enseignant la langue des signes, tu m’as filé un sacré coup de main.
en_4989	Je suis content de connaître la langage des signes, c'est toujours pratique d'avoir cette connaissance sous la main.	Je suis content de connaître la langage des signes, c'est toujours pratique d'avoir cette connaissance sous la main.
en_4991	Les travailleurs d'une entreprise de rembourrage ont exigé une hausse des salaires pour amortir le coût élevé de la vie.	Les travailleurs d'une entreprise de rembourrage ont exigé une hausse des salaires pour amortir le coût élevé de la vie.
en_4995	Vous ne comprenez rien à la généalogie ? Suivez les fils d'Ariane.	Vous ne comprenez rien à la généalogie ? Suivez les fils d'Ariane.
en_4995	Vous vous trouvez au plus noir de la nuit ? Attention à la perte de soleil !	Vous vous trouvez au plus noir de la nuit ? Attention à la perte de soleil !
en_4995	Dans le noir, il faut suivre la lu-mère.	Dans le noir, il faut suivre la lu-mère.
en_4995	Dans l'obscurité ? Suivez la voix du Seigneur : Jésus crie.	Dans l'obscurité ? Suivez la voix du Seigneur : Jésus crie.
en_4995	Perdu dans le noir? Essayez d'avoir une idée brillante!	Perdu dans le noir? Essayez d'avoir une idée brillante!
en_5000	Certaines personnes ne mangent que du boeuf, ils sont brouttés.	Certaines personnes ne mangent que du boeuf, ils sont brouttés.
en_5000	Certaines personnes ne mangent pas beaucoup de viande. Juste un bœuf tous les jours.	Certaines personnes ne mangent pas beaucoup de viande. Juste un bœuf tous les jours.
en_5000	Je ne mange que les poussins, en grandissant ils développent une coq.	Je ne mange que les poussins, en grandissant ils développent une coq.
en_5000	Tu savais que certaines personnes ne mangeaient leur boeuf qu'avec vachement de beau vin ?	Tu savais que certaines personnes ne mangeaient leur boeuf qu'avec vachement de beau vin ?
en_5017	Les installateurs de tuyaux ont souvent des tâches à haute pression.	Les installateurs de tuyaux ont souvent des tâches à haute pression.
en_5017	Les tuyauteurs ont souvent un travail sous haute pression.	Les tuyauteurs ont souvent un travail sous haute pression.
en_5017	Les installateurs de tuyauterie ont souvent des tâches à haute pression.	Les installateurs de tuyauterie ont souvent des tâches à haute pression.
en_5017	Les tuyauteries sont souvent soumises à de fortes pressions.	Les tuyauteries sont souvent soumises à de fortes pressions.
en_5021	Deux chirurgiens faisaient des blagues sur les fractures, c'était à s'en tenir les côtes.	Deux chirurgiens faisaient des blagues sur les fractures, c'était à s'en tenir les côtes.
en_5021	Deux chirurgiens faisaient tellement de blagues sur les sutures qu’ils en ont perdu le fil.	Deux chirurgiens faisaient tellement de blagues sur les sutures qu’ils en ont perdu le fil.
en_5021	Un chirurgien qui perdaient le fil de son opération de suture s'est arrêté pour faire le point.	Un chirurgien qui perdaient le fil de son opération de suture s'est arrêté pour faire le point.
en_5021	Les deux chirurgiens plaiesantaient au sujet des points de suture. Ils avaient bien du plaiesir.	Les deux chirurgiens plaiesantaient au sujet des points de suture. Ils avaient bien du plaiesir.
en_5023	Il y a des gens qui, pour raser les cheveux, ont vraiment des méthodes barbares.	Il y a des gens qui, pour raser les cheveux, ont vraiment des méthodes barbares.
en_5023	Certains qui vous coupent les cheveux et vous coiffent peuvent être très rasoir...	Certains qui vous coupent les cheveux et vous coiffent peuvent être très rasoir...
en_5023	Certains , quand ils coupent vos cheveux, feraient mieux de la boucler.	Certains , quand ils coupent vos cheveux, feraient mieux de la boucler.
en_5023	Armé d'un rasoir, un coiffeur est-il un barbare?	Armé d'un rasoir, un coiffeur est-il un barbare?
en_5023	Certains coiffeurs peuvent être un peu barbares.	Certains coiffeurs peuvent être un peu barbares.
en_5023	Certains coiffeurs peuvent se montrer assez barbares.	Certains coiffeurs peuvent se montrer assez barbares.
en_5023	Je trouve que les coiffeurs sont aussi assez barbant.	Je trouve que les coiffeurs sont aussi assez barbant.
en_5023	Certains coiffeurs sont aussi barbants	Certains coiffeurs sont aussi barbants
en_5030	Je m'appelle Carry. Je joue du carillon.	Je m'appelle Carry. Je joue du carillon.
en_5030	Je m'appelle Harmonie, je joue de l'harmonica	Je m'appelle Harmonie, je joue de l'harmonica
en_5030	Je m'appelle Marine, je joue de la trompette	Je m'appelle Marine, je joue de la trompette
en_5033	"C'est depuis que j'ai perdu ma jambe que je bois tant", a dit Tom.	"C'est depuis que j'ai perdu ma jambe que je bois tant", a dit Tom.
en_5033	“Je crois bien que j’ai la jambe cassée", dit Tom, qui cherchait encore une excuse boiteuse.	“Je crois bien que j’ai la jambe cassée", dit Tom, qui cherchait encore une excuse boiteuse.
en_5033	" En-tendons-nous bien  dit-Tom,  je crois que je me suis cassé la jambe ".	" En-tendons-nous bien  dit-Tom,  je crois que je me suis cassé la jambe ".
en_5033	Tom s'est ouvert la jambe et cela ne lui a pas fait PLAIEsir.	Tom s'est ouvert la jambe et cela ne lui a pas fait PLAIEsir.
en_5033	Je crois que je me suis cassé la jambe, déclara Tom sans jambages.	Je crois que je me suis cassé la jambe, déclara Tom sans jambages.
en_5038	Quel est le comble pour du foin ? De se faire botter les fesses.	Quel est le comble pour du foin ? De se faire botter les fesses.
en_5038	Quel est le comble pour un éleveur qui fait isoler son grenier avec de la paille? De ne pas être combler.	Quel est le comble pour un éleveur qui fait isoler son grenier avec de la paille? De ne pas être combler.
en_5038	"J'en ai assez de vivre sous les comble", grenia Toto.	"J'en ai assez de vivre sous les comble", grenia Toto.
en_5038	"C'est là qu'on garde la moisson", me dit-il, à moi, son fils	"C'est là qu'on garde la moisson", me dit-il, à moi, son fils
en_5038	N'en fait pas tout un foin ou je te botte les fesses ! Je meule jure !	N'en fait pas tout un foin ou je te botte les fesses ! Je meule jure !
en_5050	Vous décidez du type d'ampoules à acheter par un processus d'illumination.	Vous décidez du type d'ampoules à acheter par un processus d'illumination.
en_5050	Les ampoules sont une invention brillante.	Les ampoules sont une invention brillante.
en_5053	Je me présente : Éloi Zeler. J'élève des oiseaux.	Je me présente : Éloi Zeler. J'élève des oiseaux.
en_5053	Je m'appelle Denis. Je suis éleveur d'oiseaux.	Je m'appelle Denis. Je suis éleveur d'oiseaux.
en_5053	J’ai un élevage d’oiseaux. C’est super chouette.	J’ai un élevage d’oiseaux. C’est super chouette.
en_5053	Je viens de Colombie, j'élève des oiseaux.	Je viens de Colombie, j'élève des oiseaux.
en_5053	Je m’appelle Colombe. J’élève des oiseaux.	Je m’appelle Colombe. J’élève des oiseaux.
en_5053	Je m'appelle Colombe. J'élève des oiseaux.	Je m'appelle Colombe. J'élève des oiseaux.
en_5053	Je m'appelle Colombe. J'ai un élevage d'oiseaux.	Je m'appelle Colombe. J'ai un élevage d'oiseaux.
en_5053	Jean-Baptiste Poquelin avait un cousin qui élevait des oiseaux. On l'appelait Volière.	Jean-Baptiste Poquelin avait un cousin qui élevait des oiseaux. On l'appelait Volière.
en_5053	Je suis Nicolas Cage et ma passion, ce sont les oiseaux.	Je suis Nicolas Cage et ma passion, ce sont les oiseaux.
en_5053	Je m'appelle Colombe. Je suis ornithologue.	Je m'appelle Colombe. Je suis ornithologue.
en_5053	Je m'appelle Larnac. J'élève des pigeons.	Je m'appelle Larnac. J'élève des pigeons.
en_5053	Je m’appelle Corneille. Je suis éleveur d’oiseaux.	Je m’appelle Corneille. Je suis éleveur d’oiseaux.
en_5053	Je me présente: Monsieur Loiseau, éleveur de pigeons.	Je me présente: Monsieur Loiseau, éleveur de pigeons.
en_5053	Mon nom est Zéphyr. J'élève des oiseaux.	Mon nom est Zéphyr. J'élève des oiseaux.
en_5053	Je m’appelle Edith. J’élève des piafs.	Je m’appelle Edith. J’élève des piafs.
en_5053	Je m'appelle Woody. J'élève des piverts.	Je m'appelle Woody. J'élève des piverts.
en_5053	Je m'appelle Élie. J'élève des oiseaux	Je m'appelle Élie. J'élève des oiseaux
en_5053	Coucou moi c’est Merlin, geai l'ève des oiseaux	Coucou moi c’est Merlin, geai l'ève des oiseaux
en_5063	Il a toujours appelé sa petite amie sa "chance". Jusqu'à ce qu'il décide de pousser sa chance.	Il a toujours appelé sa petite amie sa "chance". Jusqu'à ce qu'il décide de pousser sa chance.
en_5063	Il a toujours appelé sa copine sa chance jusqu'à ce qu'il décide de pousser sa chance.	Il a toujours appelé sa copine sa chance jusqu'à ce qu'il décide de pousser sa chance.
en_5090	“Je n’en revenais pas : il y avait 527.986 abeilles autour de cet essaim !", nous a recompté Tom.	“Je n’en revenais pas : il y avait 527.986 abeilles autour de cet essaim !", nous a recompté Tom.
en_5090	“J’ai oublié mon numéro de téléphone, oh, c’est 06 25 18 78 63 !" Tom se rappela.	“J’ai oublié mon numéro de téléphone, oh, c’est 06 25 18 78 63 !" Tom se rappela.
en_5090	"Je n'arrive pas à croire qu'il y avait 527 986 abeilles dans cet essaim !" compta Tom.	"Je n'arrive pas à croire qu'il y avait 527 986 abeilles dans cet essaim !" compta Tom.
en_5091	Un voleur propre commet des larcins sans bavure.	Un voleur propre commet des larcins sans bavure.
en_5091	Un vrai voleur opère toujours ses vols en piqué.	Un vrai voleur opère toujours ses vols en piqué.
en_5091	Un voleur propre tâche toujours de réussir son vol sans bavure.	Un voleur propre tâche toujours de réussir son vol sans bavure.
en_5091	Un voleur soigneux sait blanchir l'argent sans se salir les mains.	Un voleur soigneux sait blanchir l'argent sans se salir les mains.
en_5098	Il a mis de l'insecticide sur sa montre pour se débarrasser des tiques.	Il a mis de l'insecticide sur sa montre pour se débarrasser des tiques.
en_5098	Il a mis du spray sur sa montre pour se débarrasser des tiques.	Il a mis du spray sur sa montre pour se débarrasser des tiques.
en_5098	Il a mis de la pulvérisation sur sa montre pour se débarrasser des tiques.	Il a mis de la pulvérisation sur sa montre pour se débarrasser des tiques.
en_5106	Etudier les mycoses permet aux jeunes d’apprendre à se forger leurs propres champignons.	Etudier les mycoses permet aux jeunes d’apprendre à se forger leurs propres champignons.
en_5106	Etudier les moisissures peut vous aider dans les sports.	Etudier les moisissures peut vous aider dans les sports.
en_5106	Pour apprendre aux amateurs à reconnaître les champignons, il faut bien moisir ses exemples.	Pour apprendre aux amateurs à reconnaître les champignons, il faut bien moisir ses exemples.
en_5108	Je viens de finir de lire les Principia Mathematica de Newton, et j'ai trouvé qu'une grande partie était plutôt dérivée.	Je viens de finir de lire les Principia Mathematica de Newton, et j'ai trouvé qu'une grande partie était plutôt dérivée.
en_5108	Je viens de lire les Principes Mathématicaux de Newton, et j'ai trouvé beaucoup de choses très dérivées.	Je viens de lire les Principes Mathématicaux de Newton, et j'ai trouvé beaucoup de choses très dérivées.
en_5108	Je viens de terminer la lecture de la Principia Mathematica de Newton, et j'ai trouvé qu'une grande partie de celle-ci était plutôt dérivée.	Je viens de terminer la lecture de la Principia Mathematica de Newton, et j'ai trouvé qu'une grande partie de celle-ci était plutôt dérivée.
en_511	Docteur, Docteur Mon petit garçon vient d'avaler une rouleau de film! - Hmmmm. Nous espérons qu'il ne se développe pas.	Docteur, Docteur Mon petit garçon vient d'avaler une rouleau de film! - Hmmmm. Nous espérons qu'il ne se développe pas.
en_511	- Docteur, docteur Mon petit garçon vient juste de manger un film! - Hmmm. J'espère que ça ne se développe pas.	- Docteur, docteur Mon petit garçon vient juste de manger un film! - Hmmm. J'espère que ça ne se développe pas.
en_5111	Quel est le comble pour un couple qui a 8 enfants ? De ne pas s'y apparenter	Quel est le comble pour un couple qui a 8 enfants ? De ne pas s'y apparenter
en_5114	7 jours sans prier semaine au doute.	7 jours sans prier semaine au doute.
en_5114	Il avait 7 jours de retard sur ses prières. Je lui ai dit de semainier un peu !	Il avait 7 jours de retard sur ses prières. Je lui ai dit de semainier un peu !
en_5114	Après 7 jours sans prier, on n'en semaine pas large.	Après 7 jours sans prier, on n'en semaine pas large.
en_5120	Gagner des bonbons comme prix est toujours une douce victoire.	Gagner des bonbons comme prix est toujours une douce victoire.
en_5121	Elle n'était qu'une fille d'archer, mais pour tous les hommes, elle était la cible.	Elle n'était qu'une fille d'archer, mais pour tous les hommes, elle était la cible.
en_5121	Elle n'était qu'une fille d'Archer, mais pour tous les hommes qu'elle était la cible.	Elle n'était qu'une fille d'Archer, mais pour tous les hommes qu'elle était la cible.
en_5121	Elle n'était que la fille d'un archer, mais pour tous les hommes, elle était la cible.	Elle n'était que la fille d'un archer, mais pour tous les hommes, elle était la cible.
en_5121	La fille de l'archer prenait pour cible tous les habitants du village.	La fille de l'archer prenait pour cible tous les habitants du village.
en_5124	Un voleur est tombé et s'est cassé la jambe dans du ciment humide. Il est devenu un criminel endurci.	Un voleur est tombé et s'est cassé la jambe dans du ciment humide. Il est devenu un criminel endurci.
en_5124	Un voleur est tombé et s'est écrasé dans le béton. Il est devenu un criminel dur.	Un voleur est tombé et s'est écrasé dans le béton. Il est devenu un criminel dur.
en_5129	J'ai parcouru un groupe de jeunes hier et l'un d'entre eux m'a lancé un morceau de fromage, qui m'a frappé sur le dos de la tête. Je me suis tourné autour et j'ai crié "C'est pas très mature!"	J'ai parcouru un groupe de jeunes hier et l'un d'entre eux m'a lancé un morceau de fromage, qui m'a frappé sur le dos de la tête. Je me suis tourné autour et j'ai crié "C'est pas très mature!"
en_5158	"Nous n'avons plus d'oranges", dit Tom d'un ton amer.	"Nous n'avons plus d'oranges", dit Tom d'un ton amer.
en_5158	" On a plus de raisin " dit Tom en vin.	" On a plus de raisin " dit Tom en vin.
en_5158	"Nous n'avons plus de fruits" dit Tom sans passion.	"Nous n'avons plus de fruits" dit Tom sans passion.
en_5158	"On n'a plus d'orange", dit Tom avec acidité.	"On n'a plus d'orange", dit Tom avec acidité.
en_5158	"Nous n'avons pas d'oranges", dit Tom infructueusement.	"Nous n'avons pas d'oranges", dit Tom infructueusement.
en_5158	Nous n'avons plus de raisins, a dit Tom, en vin.	Nous n'avons plus de raisins, a dit Tom, en vin.
en_5158	"Nous n'avons pas d'orange" dit Tom d'un ton acide.	"Nous n'avons pas d'orange" dit Tom d'un ton acide.
en_5158	"On n'a plus d'oranges", dit Tom avec amertume.	"On n'a plus d'oranges", dit Tom avec amertume.
en_5159	Ce pauvre humoriste a demandé sa femme en mariage, mais elle a refusé. Elle n'a pas compris la bague.	Ce pauvre humoriste a demandé sa femme en mariage, mais elle a refusé. Elle n'a pas compris la bague.
en_5164	Deux cuisiniers étaient en désaccord mais on finalement décidé de plancher sur le sujet.	Deux cuisiniers étaient en désaccord mais on finalement décidé de plancher sur le sujet.
en_5165	La cadreur avait du mal a filmé cette scène d'action, mais c'est parce que ni les armes à feu ni l'écran de retour n'étaient bien calibrés.	La cadreur avait du mal a filmé cette scène d'action, mais c'est parce que ni les armes à feu ni l'écran de retour n'étaient bien calibrés.
en_5167	Quand Dieu lui demanda si elle avait rencontré le serpent, elle lui répondit qu'elle ne le connaissait ni d'elle ni d'Adam	Quand Dieu lui demanda si elle avait rencontré le serpent, elle lui répondit qu'elle ne le connaissait ni d'elle ni d'Adam
en_5167	Eve-oulait tenter Adam	Eve-oulait tenter Adam
en_5167	Quel est le comble pour Ève ? D'avoir mal à l'Adam.	Quel est le comble pour Ève ? D'avoir mal à l'Adam.
en_5167	Adam a toujours voulu croquer la pomme, mais Dieu le nargua par un "dans tes Eve !"	Adam a toujours voulu croquer la pomme, mais Dieu le nargua par un "dans tes Eve !"
en_5172	À ceux qui n'aiment pas la musique classique : vous avez ma symphonie.	À ceux qui n'aiment pas la musique classique : vous avez ma symphonie.
en_5172	Ceux qui détestent la musique classique ont toute ma symphonie.	Ceux qui détestent la musique classique ont toute ma symphonie.
en_5172	Tous ceux qui détestent la musique classique, ce sont mes chopains.	Tous ceux qui détestent la musique classique, ce sont mes chopains.
en_5172	J’avoue, la musique Classique peut-être dé-concert-ante !	J’avoue, la musique Classique peut-être dé-concert-ante !
en_5172	Certains n'aiment pas la musique classique : Saint Phonie, priez pour eux !	Certains n'aiment pas la musique classique : Saint Phonie, priez pour eux !
en_5180	Un enseignant ne meurt jamais, seulement, il passe de plus en plus d'examens	Un enseignant ne meurt jamais, seulement, il passe de plus en plus d'examens
en_5180	Les vieux professeurs ne meurent jamais, ils perdent juste leur école.	Les vieux professeurs ne meurent jamais, ils perdent juste leur école.
en_5180	Les vieux profs d'arts plastiques ne meurent pas, ils s'emmêlent les pinceaux.	Les vieux profs d'arts plastiques ne meurent pas, ils s'emmêlent les pinceaux.
en_5182	Ceux qui construisent les circuits de formule 1 ont tendance à vriller une fois le chantier terminé.	Ceux qui construisent les circuits de formule 1 ont tendance à vriller une fois le chantier terminé.
en_5189	Quand mon appareil photo est tombé sur le feu, il a pris une photo sur le vif.	Quand mon appareil photo est tombé sur le feu, il a pris une photo sur le vif.
en_5189	Quand ma caméra est tombée dans le caramel, ça m'a sucré la dernière photo.	Quand ma caméra est tombée dans le caramel, ça m'a sucré la dernière photo.
en_5189	Je faisais du caramel maison quand mon appareil photo est tombé dedans. Maintenant c'est une caméramela cachée.	Je faisais du caramel maison quand mon appareil photo est tombé dedans. Maintenant c'est une caméramela cachée.
en_5189	Quand ma caméra est tombée dans la mer, j’ai compris que l’addition serrait salée.	Quand ma caméra est tombée dans la mer, j’ai compris que l’addition serrait salée.
en_5189	Ma caméra est tombée dans le caramel mais la photo est quand même bonne.	Ma caméra est tombée dans le caramel mais la photo est quand même bonne.
en_5189	Depuis que mon appareil est tombé dans mon chocolat chaud, mes photos sont devenues laiteuses.	Depuis que mon appareil est tombé dans mon chocolat chaud, mes photos sont devenues laiteuses.
en_5189	Quand j'ai fait tomber mon appareil dans l'arbre, j'ai eu droit à une belle photo prise sur le v-if.	Quand j'ai fait tomber mon appareil dans l'arbre, j'ai eu droit à une belle photo prise sur le v-if.
en_5189	Quand ma caméra est tombée dans le caramel que je préparais, j'ai eu une douce photos	Quand ma caméra est tombée dans le caramel que je préparais, j'ai eu une douce photos
en_5189	Mon appareil photo a volé en éclats, ça a donné une photographie aérienne.	Mon appareil photo a volé en éclats, ça a donné une photographie aérienne.
en_519	Il a piétiné sa vieille montre parce qu'il avait du temps à tuer.	Il a piétiné sa vieille montre parce qu'il avait du temps à tuer.
en_519	Il a frappé sur sa vieille montre parce qu'il avait le temps de tuer.	Il a frappé sur sa vieille montre parce qu'il avait le temps de tuer.
en_519	Il a écrasé sa montre car il avait du temps à tuer.	Il a écrasé sa montre car il avait du temps à tuer.
en_5205	J'ai entendu dire qu'Edgar Allan Poe avait des poeblèmes de colère.	J'ai entendu dire qu'Edgar Allan Poe avait des poeblèmes de colère.
en_5217	L'opinion d'un éléphant a beaucoup de poids.	L'opinion d'un éléphant a beaucoup de poids.
en_5217	L'opinion d'un elephante a beaucoup de poids.	L'opinion d'un elephante a beaucoup de poids.
en_5219	Avant d'embaucher un cuisinier, ils l'ont grillé.	Avant d'embaucher un cuisinier, ils l'ont grillé.
en_5219	Avant d'être embauché comme cuisinier de courte durée, on l'a grillé.	Avant d'être embauché comme cuisinier de courte durée, on l'a grillé.
en_5219	Avant d'embaucher un nouveau chef, le patron a essayé de le cuisiner.	Avant d'embaucher un nouveau chef, le patron a essayé de le cuisiner.
en_5219	Avant qu'il ne soit embauché comme cuisinier à commande courte, ils l'ont grillé.	Avant qu'il ne soit embauché comme cuisinier à commande courte, ils l'ont grillé.
en_5220	Après ce long hiver, j'espère que les arbres se refeuilleront une santé	Après ce long hiver, j'espère que les arbres se refeuilleront une santé
en_5220	Après un long hiver, les plantes décidues cessent d'être caduques.	Après un long hiver, les plantes décidues cessent d'être caduques.
en_5231	" Félicitations, tu as eu ta licence ", dit Tom avec diplomatie.	" Félicitations, tu as eu ta licence ", dit Tom avec diplomatie.
en_5231	"Félicitations, tu as fini tes études", dit Tom d'un ton diplomate.	"Félicitations, tu as fini tes études", dit Tom d'un ton diplomate.
en_5231	“Félicitations, vous êtes désormais diplômé", dit Tom de façon diplomatique.	“Félicitations, vous êtes désormais diplômé", dit Tom de façon diplomatique.
en_5231	"Bravo, tu as réussi tes études", fit Tom, diplomatiquement.	"Bravo, tu as réussi tes études", fit Tom, diplomatiquement.
en_5231	Diplomate, Tom le félicita pour l'obtention de son bac.	Diplomate, Tom le félicita pour l'obtention de son bac.
en_5231	“Félicitations, tu as eu ton examen", dit Tom, qui savait être diplôme maths.	“Félicitations, tu as eu ton examen", dit Tom, qui savait être diplôme maths.
en_5231	"Félicitation, vous avez obtenu votre CAP", certifia Toto.	"Félicitation, vous avez obtenu votre CAP", certifia Toto.
en_5231	" Félicitations, tu es diplômé ", dit Tom avec diplomatie.	" Félicitations, tu es diplômé ", dit Tom avec diplomatie.
en_5231	"Félicitations pour votre licence", dit Tom avec diplomatie.	"Félicitations pour votre licence", dit Tom avec diplomatie.
en_5239	Les vieux électriciens ne meurent pas, ils sont toujours reliés à la terre.	Les vieux électriciens ne meurent pas, ils sont toujours reliés à la terre.
en_5239	Les vieux électriciens ne meurent jamais, ils travaillent jusqu’à ce que leur situation s’Ampère.	Les vieux électriciens ne meurent jamais, ils travaillent jusqu’à ce que leur situation s’Ampère.
en_5239	Les vieux électriciens ne meurent pas, ils 100 volts.	Les vieux électriciens ne meurent pas, ils 100 volts.
en_5239	Les vieux électriciens ne meurent pas, ils s'en vont rejoindre leurs ampères.	Les vieux électriciens ne meurent pas, ils s'en vont rejoindre leurs ampères.
en_5239	Les vieux électriciens ne meurent jamais, ils continuent jusqu'à ce que le courant ne passe plus.	Les vieux électriciens ne meurent jamais, ils continuent jusqu'à ce que le courant ne passe plus.
